,label,tweet
1082,anger,aneh wanita dilecehin ngelawan malah dibully ini tapi gilir atau ibu saudara perempuan dilecehin ngamuknya kaya surup setan se neraka yang bully korban banyak perempuan
1083,anger,sejak dulu kala ga pernah minat dgn acara jenis acara cuman cengengesan ga cerdas buang waktu ga manfaat kok ga malu bikin acara kek gituan url
1084,anger,lu anggap sexual harrassment wajar arti lu nte alias lu neng kalo ngelecehin lu via vallen speak up udah tindak yang paling bener bagai warning laki nggak semua cewe laku
1085,anger,donggo ini benar pecah belah nkri tidak tindak mana bpip
1086,happy,cerita malam mau bubar eh doi banyak tugas mau jumpa itu eh motor bawa sepupu akhirnyaaaa jumpa jam tengah mata merah mukacapek ngantuk siaaaan makasih kamu
1087,anger,kalo gw cewek tuk ngasih tau jg rang orang nih cowok yg suka gampangin cewek jd biar ciwi luar sn yg baik waspada kl yg emang suka digituin serah org biasa gak populer ada kok yg bikin sep
1088,sadness,akhir selang beberapa lama gw kalah lebih tepat kalah telah mundur beberapa langkah belakang nya lebih clear gw analisa lebih fokus and well shit evidence nya lama papar muka cuma gw ny aja yg bego ga sadar
1089,happy,neng aja rasa digodain anak ngebayangin qasidahan syair dia tweet kayak iklan yg viral hahaha url
1090,happy,congratulation selamat adik cewek atas lahir putri gue kakak turut suka cita syukur senang beri selamat allah swt prosesing salin putri nya malam kakak doa moga putri ke nya jadi putri shalihah url
1091,happy,selamat pagi generasi tik tok kadang kepala suka minta getok bukan ken cekcok mau ajakin kamu seru seru an faedah url
1092,anger,hadeee ngomongin sesat pikir kek mbak ga sadar pikir soal verbal harrasment sbnrnya cermin twit lama emg anak suka digodain pake tytyd gimana dong kalo vv mayoritas cewe ga satu selera sama lo terima digituin diem url
1093,happy,bahagia donk ajak jalan mall suruh jajan yang pertama jajanin si mungil kemudian galau lihat baju ungu cantik klo bilang ken sih diiyain aja sama tetapi emak kudu waras dikit
1094,anger,nama hijrah orang baik pindah tuju tempat yg lebih baik kalo rizieq orang yg buat sangat buruk lari diri bukan hijrah negara orang
1095,anger,bnyk orng marah krn bilang pks lahir koruptor besar kata oknum goblog terlalu oknum laku kelas kroco kalau kelas kakap presiden kok oknum memang bisa projek tipu tipu kalau bukan karna presiden parte
1096,sadness,biasa kalo lg masalah temen cerita ntah skrg jadi susah sedang bener lelah suruh bikin sanlat tp mikir sendiri hulu hilir walaupun dibantuin satu bapak tp sibuk kerja
1097,sadness,terbege lama minggu adalah aku hidup alarm jam weker jam hp aku bangun mati lalu tidur dan ujung bangun siang oke syap
1098,sadness,terbege adalah tadi alarm jam tengah keluar kamar buat bangunin tmn eh temennya ga bangun trs kamar eh tidur bangun pas adzan subuh bom sahur oke syap
1099,anger,gk perlu mnta maap kalik beda perspektif mah wajar yg lebay mah ngapus twit neg bkn bela simic jg tp slama vv gk lapor pulisi bhwa udh jadi korban leceh mah msh tetep urus private mreka bdua dm gmn awa
1100,anger,bikin status sosmed cm ngejelekin pacarna cewek macam apa gilir beri hadiah ajak jalan kga bikin status muntahin ajan
1101,sadness,kabar baik ku pagi dpt tagih uang giat sekolah tahun umum naik spp hmm ukk nya aja blm selesai baik lebaran ga sah jajan jalan rumah sajah
1102,sadness,salah banget udah pagi play hourglass yaampun bakal mellow hari wan na one aku capek missqueen tp kalo mikirin pisah sama kalian tuh ewhh
1103,anger,koq ngabalin sebut tokoh gak salah tuh hidung tambah gede ntar toko sorban kali
1104,anger,perempuan macam mana lah yg opini goblok astaga banyak ngasih free cowok kali jdnya aja gt gila sih kesel baca gw
1105,happy,happy birthday sari all the best sehat selalu sukses cita cinta moga sari keluarga selalu lindung tuhan amin
1106,happy,tinggal my partner mudik fight sendiri terus jadi tiap malem tp alhamdulillah aja yg bantuin gooks maksi bet brother free kopi dulu yak
1107,anger,ri siap naik harga bbm emang rakyat mau apa klo bbm naik mau beli sukur tdk beli serah mau demo silah ingin ciduk pmrintah kok lawan url
1108,anger,sedang jadi orang teman yg pas kuliah dulu sering bgt ngatain jokowi perintah itu lah jokowi itu ngechat gue nanya gimana sih tipsnya biar lolos tes cpns
1109,anger,ku syukur pas nonton fm ngerekam pake hp yg ga kamera professional doang wkwkwkkw tengkyu mecima bando jg suruh lepas semua yg nyebelin cuman orang yg ngerekam ga pake hati aja gausah ngerekam lewatin tinggi kepala kamu kali serakah
1110,happy,bentar bung ngakak dulu hahahahaha gempa lokal bung jadi potensi tsunami tsunami lokal gak perlu risau
1111,anger,lo ngehujat sama aja lo biar sexual harassment rajalela goblok dilecehin malah suruh marah nolak maki maki ga mempan buat laku sexual harassment laku via vallen pengaruh karir si simic udah resiko simic lah goblok
1112,anger,ajar buat main bola lain biar lo ga sembarang sama perempuan ga usah asa kalian punya kontol paling bagus dunya sehingga kalyan bebas rasa tak perempuan yg nolak speak up rasa leceh kalyan
1113,anger,terkadang dekat dgn sahabat pacar perlu dar curhat kalo lg antem kan sofi tahun nah pacar temen aku kdg curhatnya suka gatau diri sebel sama pacar aku yg marah ku sleding kelen
1114,anger,semua warga ntt suka tidak banyak antara tak tuju klaim pihak tak pantas di tuhan nusa tenggara timur url malah caci maki berani kritisi timses vbl username amp
1115,anger,puncak marah paling tinggi bukan maki ketika orang peduli sama sekali bahkan kamu coba cari perhati sudah mau tahu sedikit
1116,happy,bulan puasa jepang ku minta masak buka makan indonesia hasil imam pakistan bbrpa jamaah minta nambah sahurrrr url
1117,sadness,kepentok dikit langsung kereboot otomatis bbnya kalau udah terlalu lelet nekan apa gak ya jalan satu copot batrenya biar restart produk gagal emang merk di masa rame yg bondong utk beli hp hany
1118,love,byk mnm air putih mlm ma klo bs tambahkn garam sedikit spy tensi mama naik abs tuh lgsg istrahat aj lh bsk pagi mama check up dokter spy lbh pst diagnosa pengobatanny gws sayang
1119,anger,habit acak daulat nkri lalu kabur to yg bilang rendah hati sudut mana kecoak mel
1120,happy,yah padahal asik main nexian messenger nxm dulu sempet chatingan bareng raditya dika wlwlw habis nexian koid terus alih bebe
1121,sadness,sebenernya ga salah yang salah cuma moodku ga bagus jadi semua lihat ga bener dulu selalu aja moodku yg suka ubah ubah yang jadi masalah
1122,sadness,want bb ku lama balik the bb kepler putih aku cuma mau liat chat history ku waktu kelas cuma mau baca ulang sekali aja gapapa wan na know what did miss
1123,anger,warga pak jalan daerah rusak parah baik perintah ada celaka gara gara jalan rusak warga ada perintah kalau tunggu dulu ada celaka
1124,anger,suara tahun jangan harap suara jika dewan dukung bubar kpk lebih baik bubar dpr
1125,anger,yg ngeselin ni kalo klien nanya fee jawab benar lalu kaget lah elu bayar dokter cuma konsul hitung menit rela bayar mahal lah sama psikolog mana konsul cuma menit jam aja udah bagus kalo ketemu akar masalah hhhh
1126,anger,ngapain repot nyari jawab kalau cukup gak usah dijelasin macem orang kalau sudah benci tutup mata telinga urus gitu aja kok repot url
1127,sadness,pada update kesel kesel mending update resep makan buat buka sahur ntar takut jadi yang kesel negatifthinking astaghfirullah
1128,anger,mka jgn ngatain org klu gmau dikatain jaga tuh oceh gilir dikatain bla bla bla baca tuh sapa yg ngatain
1129,happy,ensenang indramayu pakdhe moga pintu tol yg dekat dgn pusat kota indramayu mudah akses tol cipali indramayu lalu tol cipali warga sulit bisa nikmat last but not least aja klalen mangan pindang gombyang ndas manyung pakdhe url
1130,anger,dong tingkat layan gara kurir ga masuk paket jadi telat antar lagi yg masalah jnt cabang paskal bandung sih gara olshopnya cuma jnt klo kirim ogah pake jnt layan selal
1131,sadness,terlalu banyak salah yg sdh aku buat alm hingga jelang ajal aku bentak marah beliau moga beliau sudi maaf aku
1132,anger,memang goblok kau kafir bilang masyumi vs pki zaman soekarno soekarno yg bubar masyumi zaman soeharto masyumi izin he anjiang rok ang lai baco ang jiang
1133,sadness,foto bareng nikah teman bareng pakboss ngeliat si mas makin kurus lihat sdg sakit selang bln chat perihal kerja and he said sakit rawat rs
1134,anger,bung saya aku jago komentator analis bal balan salah satu baik sini nalar logika soal harrasment via vallen dangkal picik malu betul
1135,anger,sukarno yg bubar masyumi lai jaleh dek ang jiang masyumi vs pki sukarno bela pki zaman si jok bos mega anak sukarno bubar hti alas sama waktu bubar masyumi
1136,anger,bung saya aku jago komentator analis bal balan salah satu baik sini nalar logika soal harrasment via vallen dangkal picik malu betul
1137,sadness,pulang sekolah ceplokin trus mam baso aja dah cukup dulu mah sesimple boro maw pansosan era ig jd ajang hebat lo bikin otak remaja ga sehat
1138,anger,good job jadwal kereta arah bogor sangat beranta harus ga ini jam gin url
1139,sadness,kalo inget hari worst bgt sih betul emang lg usaha buka hati buat orang krn yaduuu capek bgt nungguin orang tahun ga dapet eh sekali dapet apes part url
1140,sadness,btw kemaren senin aing tolol banget ngantri starbucks mbak manggil atas nama kak roy aing ketawa ketika depan orang nanaon ieumah keinget roy kiyoshi
1141,anger,lu ajar kasus lama lu untung ga usut harus lu kapok ajar temen temen lu udah ngerasain jatoh url
1142,sadness,teman ruang bilang mas ada benjol cm saraf kepala lusa dpt kabar iccu akhir pindah awat baru tau si mas kena meningitis
1143,sadness,sedi aku tuh bacain komennya jahat bgt mau nyumpahin biar ngerasain tp kesiannnn krn digituin emg ga enak mau tau asa gue jadi lgsg ngerasa ga harga ga baik malu minder masih banyak apalagi emg aing orgnya trauma
1144,anger,nah maksud yg dilecehin verbal kayak awak mbak via vallen aja marah semalu apalagi yg udah sampe tahap perkosa makanya biar ga sampe tahap akhir siapa emg hrs berani speak up mau kecil apa tindak leceh biar laku pd mulai mikir
1145,anger,selalu sinis tegur kumpul bapak bapak kelas doktoral kalau jokes sexual arah harassment or abuse really gak korelasi deh sekolah tinggi sama perilaku
1146,sadness,aku ingat saling canda tertawa kisah kita tulis carik kenang paling harga kau aku sama satu kata cinta sayang lagi semua hanya kenang tak mungkin ulang terimakas
1147,anger,pancasila diuangin thr dipaksain didik dijualin otak dikandangin kampus disatronin periode dibatalin url
1148,sadness,benar baca komen komen ig via vallen jadi macam miniatur mentalitas bagi orang indonesia dlm sikap leceh seksual baik verbal atau fisik
1149,anger,sebel bet sama pak sekdes ribuuuut minta kirim foto batik pas udah kirim malah ga buka males banget mau buka chat lain terlalu banyak url
1150,fear,yah arti gua dosa dong masalah nyokap gua kl nyuruh guaa beli kopi ga ditanyain kmbaliannya yaudah gua inisiatif aja tabungin
1151,anger,and ini sama kasus gitasav jg sih same case different reaction aja kasus gitasav orang salah fokus sama cara gitasav ngerespon helm tp kasus via jg sih yg salah fokus sama grammatical error nya via sempet bgt sih
1152,anger,yailah gua kira kerja hari nyata tgl trus udah tempat kerja bengong dong kok gedung dipake graduation kampret kan udah dandan
1153,happy,system dah canggih inovasi baru yg lihat dgn sgl mudah utk rakyat terima kasih pak jojowi tims kabinet sukses selalu sehat
1154,sadness,well jujur gw keluar air mata waktu denger kabar bakal bubar banyak kesan gw dapat sini bisa tertawa bareng bareng diskusi sama yah walaupun batas chat group line gak sepah sepuh fans sini karna semua sama tuju
1155,anger,ga guna pit against another women utama yg sdh dapat laku tdk senang mungkin dulu wanita ga pny hati empati juga leceh instead of lawan malah anggap senang shame on them
1156,anger,dear wanita yg anggap speak upnya via vallen norak kampung sbnrnya mungkin itu yg patut kasihan krn mungkin dl pernah leceh krn ga berani speak up nah nobody cares for you its your own fault and dont blame others for your lack of empathy
1157,anger,kenapa jadi kesan jadi via vallen vs persija sih wanita vs sexual harassment oii jgn malah bikin kesan persija dukung sexual harassment simic emang ngawur layak dapet ganjar gue yakin karir bola ngga bakal ganggu uno aja tetep jd wagub kan
1158,anger,anda jokowi kalah sdh pasti hti bangsat bangkit teroris bangsat bangkit radikal bangsat bangkit semua politik balas dendam bangkit yg minoritas tekan mending pisah diri nkri itu tetapjokowi
1159,sadness,sedih putus mantan paling asoy ngebuktiin kalo cewe cowo baik saling sayang type masing bisa aja udahan hubung kalo udah ga cocok ga ada yg salah url
1160,sadness,aku kenal udah nikah tu anak listrik mantan temenku sih uda punya anak ku mas nunggu wisuda emang uda masa nikah begimana si yak
1161,sadness,tunggu drama lanjut kalo perlu pakai jasa bocah yg polos orang lanjut usia fakir miskin plus adegan peluk tangis
1162,anger,jahat banget mbak moga mbak jadi korban sexual harrasment yaa mbak biar ngga ngerasain gmana rasa leceh wah kesel baca ken bilang tolol si mbak url
1163,sadness,allah tuhan ku tidak kuat baca komentar via vallen akun doi sama gosip ig rasa mau nang aja rasa liat akun cowok enteng bgt nganggep masalah cewek tega julidnya
1164,anger,logika aja kata tweetnya muter muter situ aja pakai banding nikita mirzani dp yaelah kecoak terbang url
1165,happy,lorenzo udah cukup puas lakuin yang rossi gak yaitu juara sama ducati tahun depan honda utk juara pabrikan syukur juara dunia
1166,sadness,hati loh rek gemeter gimana gitu nontonya palagi cermat lirik begini gak punya rasa arema sejati mah tak rasain url
1167,happy,kurang rakus apa masih datang piza laginadianti
1168,sadness,iya kok bodoh si dana jatuh lubang sama wkwk kuat nih begini mulu capai
1169,sadness,jengjeng nyanyi pakai okulele simak simak susah sih lu
1170,anger,godan shoping kutuk sebel
1171,anger,hahahaha alay kamu ngancem nya ngereport spam segala
1172,anger,anak nevolone marah grgr anton
1173,sadness,kurang erti cinta juga benci tidak pernah mau kenal
1174,happy,pasti donk semangat finis muda ajar ict nya olvyt
1175,happy,sore kak rica makan kan semangat terus kak
1176,happy,amin mokasih yo enak selamat ulang tahun da ade sukses selalu
1177,happy,hore hihi moment sekali ye capai sih senang
1178,happy,haha iya deh tidur bagen sehat wkwk
1179,sadness,punya tiket gratis nonton blitz tidak yang ngajakin nonton ginidah angus
1180,sadness,habis manis sepah buang ngomongnya manis ujung ujung cuma drama
1181,happy,malam tonton belah pas lagu parklife sing along nya benar wasweswoswasweswos parklife
1182,happy,oke terima kasih
1183,happy,alhamdulilah tmksh tiara to cantik dart ava oy
1184,happy,dulu pacar cuma rugi sekarang bayar kebahagian luar biasa terima kasih alah engkau memang adil
1185,anger,oke lupain urusin adekan kamu saja gih
1186,happy,lagu kayak hits sangat memang enak sih ensenang just give me reason by nk at kara rom
